Registration,Make,Model,Color,Year,EngineSize
J326UVN,Vauxhall,Astra,Purple,1992,1397
J355CRA,Vauxhall,Cascada,Orange,1992,1099
J358KUJ,Vauxhall,Astra,Silver,1992,1496
J359VVJ,Volkswagen,Eos,Grey,1992,1397
J364AJN,Citroen,C3,Silver,1992,1800
J374KRN,Honda,Civic,Silver,1992,1297
J384PPG,Volkswagen,Polo,Turquoise,1992,1600
J404TJJ,Renault,Scenic,Yellow,1992,1596
J409NNL,Toyota,Avensis,Silver,1992,1300
J414FYG,Ford,Focus,Gold,1992,1600
J444JPH,Audi,A1,Turquoise,1992,1696
J463JNW,Suzuki,Baleno,Purple,1992,1299
J474CNU,Ford,Fiesta,Blue,1992,1399
J484KWG,Fiat,500,Gold,1992,1395
J484MFP,Ford,Focus,Yellow,1992,1299
J500RKX,Suzuki,Swift,Black,1992,1796
J505XDB,Volkswagen,Up,White,1992,1796
J518KAW,Ford,Fiesta,Blue,1992,1098
J531TMP,Peugeot,508,Gold,1992,1800
J537GAK,Fiat,Panda,Black,1992,1598
J538RMD,Rover,75,Yellow,1992,1797
J545VPU,Ford,Focus,Gold,1992,1296
J550EHV,Vauxhall,Meriva,Gold,1992,1297
J555WDX,Vauxhall,Mokka,Yellow,1992,1899
J559RCB,Vauxhall,Astra,Grey,1992,1396
J565HRN,Toyota,Aygo,Silver,1992,1499
J575XWN,Vauxhall,Astra,Orange,1992,1500
J590CVJ,Skoda,Octavia,Red,1992,1498
J599DVA,Lexus,Rx450,Yellow,1992,1595
J599JBY,Seat,Leon,Green,1992,1498
J599TXK,Mitsubishi,Colt,Purple,1992,1396
J603NYM,Mazda,2,Purple,1992,1597
J605XEA,Volvo,V40,Gold,1992,1500
J609VXG,Vauxhall,Zafira,Purple,1992,1700
J611LCC,Seat,Leon,White,1992,1599
J613ACA,Peugeot,3008,Orange,1992,1099
J620RCA,Vauxhall,Corsa,Black,1992,1299
J626JPF,Honda,Civic,Blue,1992,1397
J636DPL,Mini,Cooper,Black,1992,1596
J638JAL,Renault,Scenic,Yellow,1992,1597
J649BKV,Volvo,V40,White,1992,1695
J664WLA,Volvo,Xc60,Turquoise,1992,1300
J673DTL,Rover,75,Blue,1992,1596
J680VYP,Vauxhall,Astra,Turquoise,1992,1798
J681MGR,Honda,Insight,Orange,1992,1597
J713HRG,Nissan,Qashqai,Blue,1992,1597
J764RPV,Ford,Fiesta,Turquoise,1992,1599
J778DDL,Vauxhall,Viva,Turquoise,1992,1400
J790REL,Vauxhall,Insignia,Grey,1992,1697
J795HED,Vauxhall,Corsa,Blue,1992,1498
J799LEU,Vauxhall,Zafira,Turquoise,1992,1699
J802VGC,Nissan,Juke,Orange,1992,1799
J816XWR,Vauxhall,Astra,Silver,1992,1697
J818XKB,Porsche,911,Red,1992,1396
J829GVP,Audi,A1,Purple,1992,1200
J834YKU,Volkswagen,Golf,Silver,1992,1500
J839BTT,Vauxhall,Astra,Grey,1992,1700
J845NNU,Vauxhall,Mokka,Grey,1992,1296
J851CPL,Honda,Jazz,Blue,1992,1797
J868LEC,Peugeot,308,Turquoise,1992,1296
J875GKU,Subaru,Outback,Turquoise,1992,1297
J885EAM,Nissan,Micra,Blue,1992,1500
J887JAG,Renault,Megane,Yellow,1992,1696
J887UJY,Honda,Jazz,Red,1992,1495
J888RCD,Nissan,Micra,Yellow,1992,1700
J902DPA,Ferrari,F430,White,1992,1298
J902EVH,Vauxhall,Mokka,Red,1992,1499
J912LME,Porsche,Macan,Red,1992,1596
J914NJF,Skoda,Octavia,Red,1992,1396
J915BAJ,Ford,Fiesta,Purple,1992,1399
J941UDD,Renault,Clio,Silver,1992,1497
J941XTR,Kia,Rio,Black,1992,1196
J973WME,Volvo,V40,Green,1992,1599
J978AAT,Ford,Focus,White,1992,1400
J982YBE,Ford,Fiesta,Yellow,1992,1598
J984HCH,Bmw,X1,White,1992,1398
JAT647B,Ford,Fiesta,Grey,1981,1298
JAU222J,Volkswagen,Golf,Yellow,1973,1700
JB06ELV,Ford,Fiesta,Red,2006,1597
JB07TMC,Seat,Leon,Turquoise,2007,1496
JB08VWV,Volvo,Xc70,Black,2008,1595
JB16AMX,Vauxhall,Zafira,Green,2016,1398
JB17VUH,Seat,Ibiza,Gold,2017,1498
JB19XTF,Suzuki,Alto,Purple,2019,1299
JBE316L,Ds,Ds3,White,1971,1497
JBT861F,Vauxhall,Astra,Turquoise,1977,1299
JC10CFE,Honda,Crv,Silver,2010,1697
JC10EPR,Nissan,Qashqai,Red,2010,1297
JC11HVG,Honda,Crv,White,2011,1497
JCD714K,Saab,900,Purple,1972,1400
JCF667H,Porsche,Panamera,Grey,1975,1399
JCV419E,Porsche,Cayman,Grey,1978,1397
JD03GEW,Vauxhall,Astra,Green,2003,1600
JD04JCE,Honda,Jazz,Gold,2004,1899
JD08TXF,Nissan,Juke,Red,2008,1897
JD09DKE,Vauxhall,Astra,Yellow,2009,1295
JD15DBX,Volvo,V50,Turquoise,2015,1496
JD19WGX,Citroen,C1,White,2019,1695
JDF698F,Nissan,Pixo,White,1977,1596
JDG575C,Renault,Twingo,Gold,1980,1399
JE04FHX,Nissan,Qashqai,Grey,2004,1400
JE07ANC,Vauxhall,Corsa,Turquoise,2007,1296
JE18RKJ,Ford,Focus,White,2018,1297
JEF440D,Audi,Q7,Silver,1979,1597
JF03EBH,Volkswagen,Polo,Orange,2003,1299
JF04ELY,Audi,A4,Green,2004,1098
JF07UWR,Peugeot,207,Silver,2007,1497
JF09UAH,Vauxhall,Insignia,Yellow,2009,1397
JF10CVB,Vauxhall,Corsa,Yellow,2010,1597
JF12NGN,Honda,Jazz,Grey,2012,1798
JFR403L,Hyundai,I20,White,1971,1496
JFX943I,Toyota,Aygo,Purple,1974,1600
JG10VAG,Peugeot,3008,Yellow,2010,1599
JG12JFA,Toyota,Aygo,Black,2012,1296
JG17TJT,Renault,Kadjar,Black,2017,1495
JGC139K,Mitsubishi,Colt,Green,1972,1699
JGP633H,Fiat,Punto,Black,1975,1700
JH01UAL,Bmw,X5,Turquoise,2001,1595
JHH843D,Suzuki,Vitara,Red,1979,1399
JJ06EWG,Peugeot,207,Blue,2006,1496
JJH500B,Vauxhall,Insignia,Gold,1981,2000
JJL240B,Audi,A3,Silver,1981,1796
JJN981B,Ford,Fiesta,Black,1981,1297
JJU651H,Vauxhall,Corsa,Green,1975,1098
JK06YNA,Ford,Focus,Gold,2006,1700
JK17MXM,Mini,Cooper,White,2017,1496
JKP314F,Hyundai,I10,White,1977,1296
JL05WBU,Audi,Tt,White,2005,1400
JL12XHC,Honda,Jazz,Turquoise,2012,1596
JL15KXY,Vauxhall,Corsa,Turquoise,2015,1598
JL16WYR,Ford,Ecosport,Black,2016,1995
JL20NVT,Volkswagen,Touran,Gold,2020,1598
JLB667C,Ford,Mondeo,Black,1980,1495
JM04PWF,Skoda,Kodiaq,White,2004,1396
JM06XGF,Hyundai,I10,Orange,2006,1095
JM16HCG,Ford,Focus,Grey,2016,1399
JMH231I,Toyota,Corolla,Purple,1974,1496
JMU135H,Dacia,Sandero,Blue,1975,1698
JN03NUH,Ford,Focus,Green,2003,1399
JN08HTK,Suzuki,Vitara,Silver,2008,1798
JN10EXT,Suzuki,Swift,Silver,2010,1498
JN13WMA,Volkswagen,Scirocco,Orange,2013,1399
JN15GXV,Vauxhall,Corsa,Silver,2015,1498
JN20KGA,Ford,Focus,Purple,2020,1396
JNK744E,Ford,Fiesta,White,1978,1697
JNU384J,Seat,Leon,Yellow,1973,1996
JNW985L,Ford,Fiesta,Gold,1971,1798
JP05FAU,Volkswagen,Polo,Grey,2005,1196
JP08VEN,Vauxhall,Corsa,Yellow,2008,1695
JPC301K,Volkswagen,Cc,Grey,1972,1595
JR06RTL,Volkswagen,Golf,Grey,2006,1597
JR20KCM,Audi,A4,Orange,2020,1697
JRK507H,Suzuki,Ignis,Gold,1975,1696
JT02BJT,Ford,Ka,Red,2002,1697
JT04BLG,Ford,Mondeo,Turquoise,2004,1599
JT06RJL,Volkswagen,Golf,Grey,2006,1595
JTU488K,Vauxhall,Vectra,Orange,1972,1799
JTX363E,Kia,Rio,Silver,1978,1397
JU15BEC,Nissan,Micra,Gold,2015,1398
JU17EDU,Toyota,Auris,Gold,2017,1196
JUG871H,Skoda,Yeti,Yellow,1975,1597
JUH781F,Hyundai,I10,Blue,1977,1497
JV03YGT,Volvo,V40,Green,2003,1399
JV04GDM,Renault,Clio,Orange,2004,1598
JV07HUC,Citroen,C4,Red,2007,1596
JV20WGM,Audi,A8,Green,2020,1399
JVG800L,Jeep,Renegade,White,1971,1599
JVR844D,Peugeot,3008,White,1979,1199
JW02MLG,Vauxhall,Corsa,Red,2002,1495
JW09GPD,Renault,Megane,White,2009,1595
JW10FJP,Vauxhall,Astra,Grey,2010,1497
JW11PPB,Volkswagen,Golf,Gold,2011,1699
JW13DFU,Audi,A6,White,2013,1295
JW15EHH,Toyota,Aygo,Silver,2015,1298
JWT789B,Audi,Q3,Grey,1981,1197
JX05BTE,Nissan,Qashqai,Red,2005,1700
JX12PBR,Renault,Trafic,Silver,2012,1495
JXA394L,Suzuki,Splash,Red,1971,1699
JXE829H,Volkswagen,Tiguan,Silver,1975,1600
JXM672D,Ford,Ka,Purple,1979,1695
JXN102K,Honda,Jazz,White,1972,1597
JXV416B,Vauxhall,Astra,Red,1981,1495
JY06RET,Vauxhall,Corsa,Turquoise,2006,1395
JY08LRY,Ford,Mustang,Blue,2008,1199
JY12VWM,Toyota,Yaris,Red,2012,1897
JY19CJH,Kia,Rio,Gold,2019,1795
K109BPV,Ford,Focus,Orange,1991,1596
K160MBY,Rover,75,Red,1991,1496
K178VBH,Kia,Venga,Orange,1991,999
K183BUU,Peugeot,2008,Red,1991,1800
K219RKY,Volkswagen,Golf,Green,1991,1399
K223BXD,Chevrolet,Captiva,White,1991,1696
K323JYD,Ford,Fiesta,Yellow,1991,1396
K334BWN,Ford,Fusion,Green,1991,1398
K350NEF,Volkswagen,Golf,Yellow,1991,1700
K360GNK,Ford,Fiesta,Blue,1991,1498
K375VEY,Citroen,C3,Gold,1991,1297
K379TKV,Vauxhall,Corsa,Red,1991,1595
K387YCC,Seat,Leon,Green,1991,1798
K395KUU,Skoda,Fabia,Yellow,1991,1799
K408NNC,Volkswagen,Passat,Red,1991,1599
K409GHT,Mini,Cooper,Black,1991,1197
K411FBR,Ford,Fiesta,Grey,1991,1195
K426RWG,Skoda,Octavia,White,1991,1900
K437TPT,Volkswagen,Golf,Gold,1991,1398
K438WVL,Honda,Accord,Green,1991,1298
K443CYV,Mini,Cooper,Yellow,1991,1697
K451DYB,Vauxhall,Meriva,Blue,1991,1496
K460HXJ,Citroen,Berlingo,Purple,1991,1699
K461MXC,Vauxhall,Zafira,Gold,1991,1598
K461NVP,Vauxhall,Astra,Gold,1991,1899
K479CUK,Volkswagen,Polo,White,1991,1495
K480HET,Vauxhall,Astra,Silver,1991,1497
K489UVL,Honda,Crv,Silver,1991,1797
K499LDW,Volvo,V40,Black,1991,1696
K503MLB,Honda,Civic,Purple,1991,1498
K508LNT,Kia,Sportage,Gold,1991,1300
K509EVR,Bmw,X3,Orange,1991,1500
K526ADH,Vauxhall,Astra,Orange,1991,1198
K536END,Vauxhall,Insignia,Orange,1991,1398
K541RGM,Ford,Focus,Orange,1991,1500
K546NPJ,Volkswagen,Up,Purple,1991,1099
K556EHV,Ford,Focus,Turquoise,1991,1299
K576CRN,Toyota,Prius,Silver,1991,1700
K579WFB,Skoda,Fabia,Black,1991,1695
K584LKH,Volkswagen,Tiguan,Grey,1991,1596
K593PFG,Ford,Focus,Green,1991,1596
K605CAU,Suzuki,Celerio,Black,1991,1498
K612TNE,Mini,Cooper,Blue,1991,1496
K613PJL,Volkswagen,Golf,Green,1991,1695
K630WVW,Mazda,6,Blue,1991,1499
K644PWP,Ford,Ka,White,1991,1598
K662RGT,Honda,Civic,Silver,1991,1899
K663YAH,Ford,Fiesta,Silver,1991,2199
K667YWF,Dacia,Sandero,Green,1991,2096
K690JDG,Vauxhall,Adam,Black,1991,1499
K691FRX,Mini,Countryman,Orange,1991,1399
K693PUL,Ford,Kuga,Blue,1991,1596
K694TXJ,Nissan,Note,Black,1991,1296
K710NLR,Vauxhall,Zafira,Silver,1991,1295
K712VUE,Audi,A3,Black,1991,1196
K726GBW,Volkswagen,Polo,Red,1991,1697
K731MGB,Ford,Mondeo,Yellow,1991,1499
K745VNC,Mini,Countryman,Turquoise,1991,1398
K748KMW,Honda,Civic,Black,1991,1795
K749WFK,Peugeot,4007,Orange,1991,1497
K751KXB,Lexus,Nx300,Grey,1991,1495
K820PHJ,Volkswagen,Golf,Gold,1991,1395
K825ANN,Mini,One,Green,1991,1598
K827EEX,Nissan,Qashqai,Purple,1991,1698
K835MMM,Volkswagen,Polo,Grey,1991,1400
K835THR,Smart,Fortwo,Gold,1991,1297
K838NNX,Vauxhall,Astra,Grey,1991,1496
K865RJP,Skoda,Fabia,Grey,1991,1395
K868DKL,Mitsubishi,Outlander,Grey,1991,1495
K879RRN,Vauxhall,Meriva,Red,1991,1498
K880UTJ,Skoda,Yeti,White,1991,1500
K884WDH,Mini,Clubman,Orange,1991,1299
K886XKK,Vauxhall,Corsa,Turquoise,1991,1395
K891RVL,Vauxhall,Corsa,Green,1991,1700
K903FYV,Bmw,M5,Blue,1991,1600
K909EXH,Mini,One,Orange,1991,1397
K913FCL,Volkswagen,Caravelle,Green,1991,1598
K915VFJ,Peugeot,407,Green,1991,1599
K930FWW,Volkswagen,Up,Yellow,1991,1099
K945DEP,Seat,Ateca,Gold,1991,1998
K951EVP,Volkswagen,Passat,Purple,1991,1897
K965XKW,Volkswagen,Tiguan,Purple,1991,1800
K985BJC,Audi,A3,Yellow,1991,1498
KA02GPU,Peugeot,308,Red,2002,1396
KA07CEY,Ford,Galaxy,Turquoise,2007,1400
KA08UYE,Vauxhall,Corsa,Grey,2008,1399
KA16FMD,Vauxhall,Agila,Silver,2016,1695
KA17UVR,Suzuki,Vitara,Yellow,2017,1296
KAJ787F,Volkswagen,Polo,Grey,1977,1497
KAV415F,Mini,Countryman,Grey,1977,1299
KB02ENC,Audi,A1,Turquoise,2002,1497
KB04LWN,Audi,A1,White,2004,1699
KB08WBG,Ford,Fiesta,Red,2008,1398
KB11RFL,Vauxhall,Zafira,Black,2011,2000
KB12LAT,Ford,Independence,Green,2012,1697
KB15LLB,Ford,Mondeo,Gold,2015,1500
KB16ALX,Citroen,C3,Yellow,2016,1500
KB18ERP,Ford,Ecosport,Orange,2018,1600
KC06FHT,Toyota,Prius,Green,2006,1399
KC10AXW,Volkswagen,Golf,Silver,2010,1695
KC15FDX,Audi,A6,Gold,2015,1699
KC17HRX,Seat,Leon,Grey,2017,1599
KC20LLL,Hillman,Imp,Yellow,2020,1300
KD05CYB,Audi,A3,Green,2005,1499
KD06NDH,Citroen,Xsara,Silver,2006,1395
KD14BAN,Toyota,Auris,Yellow,2014,1096
KD18WPF,Toyota,Yaris,Turquoise,2018,1598
KD19LRN,Vauxhall,Astra,Green,2019,1799
KD20EFN,Volkswagen,Polo,Silver,2020,1596
KDH112D,Vauxhall,Mokka,Yellow,1979,1598
KDM656F,Daihatsu,Sirion,Gold,1977,1497
KE02MAF,Skoda,Fabia,Silver,2002,1599
KE04XDP,Ford,Kuga,Purple,2004,1596
KE11WNL,Honda,Jazz,Silver,2011,1798
KE18FPC,Honda,Jazz,Orange,2018,1797
KEC504H,Bmw,X5,Turquoise,1975,1497
KEJ991I,Fiat,500X,Gold,1974,1599
KEN567D,Citroen,C4,Black,1979,1299
KF05EDA,Bmw,I3,Green,2005,1398
KF05EMT,Volkswagen,Golf,Blue,2005,1295
KF06PDY,Volkswagen,Polo,White,2006,1395
KF13CBK,Peugeot,108,Gold,2013,1495
KFD362C,Citroen,C4,Purple,1980,1496
KFD625C,Mini,Cooper,Blue,1980,1799
KG16RKD,Bmw,X2,Green,2016,1900
KG17RWN,Audi,A4,Gold,2017,1999
KGE736C,Renault,Megane,Grey,1980,1296
KGN526H,Rover,25,Purple,1975,1195
KH02BMA,Fiat,Panda,Silver,2002,1397
KH02XYP,Mazda,6,Black,2002,1400
KH03JXL,Skoda,Fabia,Orange,2003,1198
KHG824J,Honda,Civic,Orange,1973,1499
KHV324K,Vauxhall,Corsa,Orange,1972,1796
KJ10MTE,Volkswagen,Polo,Orange,2010,1898
KJ12MJV,Peugeot,3008,Silver,2012,1395
KJK250K,Hyundai,Getz,Grey,1972,1400
KK06BUE,Vauxhall,Zafira,Purple,2006,1497
KK06UCP,Hyundai,I10,Yellow,2006,1399
KK16YMC,Citroen,Xsara,Green,2016,1599
KK18KLF,Volkswagen,Golf,Gold,2018,1500
KK19HPH,Ford,Fiesta,Gold,2019,1700
KK19HXL,Volkswagen,Up,White,2019,1997
KKE194I,Hyundai,I10,Grey,1974,1595
KKX583J,Ford,Focus,Yellow,1973,1398
KL11AJJ,Citroen,C5,Green,2011,1695
KL15BHM,Skoda,Octavia,Green,2015,1696
KL18KLH,Audi,Q5,Green,2018,1300
KLL476D,Jeep,Renegade,Black,1979,2096
KLL949J,Skoda,Yeti,Purple,1973,1595
KLP902D,Vauxhall,Corsa,Red,1979,1800
KM01APN,Mini,Countryman,Yellow,2001,1497
KM13URN,Suzuki,Alto,Silver,2013,1799
KMA945J,Volkswagen,Polo,Turquoise,1973,1500
KMB381E,Vauxhall,Grandland,Red,1978,1596
KML297I,Ford,Fiesta,Orange,1974,1600
KMR868L,Skoda,Octavia,Gold,1971,1597
KN04YKD,Honda,Civic,White,2004,1598
KN10DRU,Dacia,Sandero,White,2010,1397
KN17HHD,Mitsubishi,Colt,Yellow,2017,1600
KN19VCV,Seat,Leon,Black,2019,1399
KN20JYY,Peugeot,2008,Red,2020,1897
KNJ644D,Mazda,2,Orange,1979,1499
KNP545L,Porsche,Cayenne,Turquoise,1971,1795
KR16UWC,Audi,A3,Yellow,2016,1699
KR18AWW,Nissan,Qashqai,Turquoise,2018,1600
KR19CBG,Volkswagen,Polo,Purple,2019,1699
KRE969L,Toyota,Yaris,Gold,1971,1000
KRF896J,Vauxhall,Zafira,Green,1973,1396
KRN644C,Lexus,Gs300,Grey,1980,1695
KT03MCV,Honda,Crv,Red,2003,1399
KT07EMV,Volkswagen,Sharan,Gold,2007,1800
KT13RBP,Peugeot,207,Blue,2013,1295
KTW540J,Porsche,718,Black,1973,1598
KU04YWT,Mazda,Cx3,Silver,2004,1698
KU05XPH,Volkswagen,Golf,Green,2005,1396
KU08JYU,Peugeot,2008,Turquoise,2008,1300
KU10HTW,Vauxhall,Meriva,Blue,2010,1195
KU10JXU,Vauxhall,Corsa,Grey,2010,1595
KU11EHV,Audi,A1,Blue,2011,1198
KUL460C,Ford,Fiesta,Grey,1980,1398
KUR641I,Peugeot,Partner,Turquoise,1974,1497
KUX743L,Mazda,6,Blue,1971,1198
KUY102L,Nissan,Qashqai,Grey,1971,1695
KV17MWB,Toyota,Rav4,Black,2017,1497
KV18PFA,Ford,Fiesta,Turquoise,2018,1400
KVK787D,Mini,Cooper,Yellow,1979,1396
KVK943B,Volkswagen,Up,Green,1981,1400
KVT397F,Mercedes,190,Yellow,1977,1196
KW11VNT,Vauxhall,Corsa,Gold,2011,1596
KW16UTE,Mini,Cooper,Purple,2016,1899
KWJ111G,Nissan,Micra,Red,1976,1495
KX02FDR,Mini,Cooper,Black,2002,1200
KX02JCH,Toyota,Aygo,Turquoise,2002,1097
KX13HCY,Vauxhall,Corsa,Orange,2013,1597
KX19YTB,Kia,Sportage,Grey,2019,1300
KX20RGE,Vauxhall,Corsa,Black,2020,1397
KXA161G,Ford,Focus,Blue,1976,1700
KXB756C,Ford,Fiesta,Yellow,1980,1395
KY01JYY,Volkswagen,Tiguan,White,2001,1697
KY03LHJ,Vauxhall,Meriva,Purple,2003,1797
KY04WNU,Vauxhall,Astra,Black,2004,1298
KY13AYJ,Audi,A3,Red,2013,1499
KYH469K,Audi,A3,Green,1972,1395
L113ULT,Vauxhall,Mokka,Black,1990,1495
L115WLL,Kia,Sportage,Green,1990,1697
L117ULF,Ford,Focus,Blue,1990,1696
L143KDR,Peugeot,206,White,1990,1599
L163UGB,Volkswagen,Golf,Orange,1990,1397
L170ADH,Citroen,Berlingo,Silver,1990,1595
L176NRE,Smart,Forfour,Purple,1990,1498
L193JLM,Ford,Kuga,Red,1990,1396
L193PDG,Volkswagen,Golf,Orange,1990,999
L195REK,Renault,Clio,Red,1990,1296
L199HGK,Vauxhall,Insignia,Blue,1990,1598
L200GTY,Peugeot,108,Green,1990,1496
L201GAB,Hyundai,I20,Purple,1990,1895
L209VAA,Citroen,C4,Turquoise,1990,1796
L210MPN,Peugeot,807,Red,1990,1695
L239NDW,Volkswagen,Polo,Silver,1990,1297
L279BNG,Ford,Fiesta,Orange,1990,1695
L304BJW,Honda,Crv,Red,1990,1499
L306JET,Honda,Crv,Purple,1990,1499
L307HCD,Ford,Focus,Purple,1990,1498
L323HDU,Mini,Cooper,Purple,1990,1400
L341RFE,Peugeot,508,Yellow,1990,1496
L348LPN,Volvo,C70,Yellow,1990,1800
L375HBN,Seat,Ibiza,Turquoise,1990,1095
L380KVN,Peugeot,207,Turquoise,1990,1396
L392LUR,Suzuki,Sx4,Purple,1990,1695
L400BGH,Ford,Focus,Orange,1990,1899
L419TRM,Vauxhall,Mokka,Gold,1990,1597
L420DAV,Kia,Picanto,Grey,1990,1197
L421MCG,Bmw,X3,White,1990,1997
L450RWU,Suzuki,Alto,Silver,1990,1298
L466JHE,Volkswagen,Tiguan,Gold,1990,1600
L481RUN,Volkswagen,Golf,White,1990,1495
L495EJR,Mg,Tf,Grey,1990,1397
L512WNA,Suzuki,Swift,Black,1990,1597
L522CTF,Vauxhall,Crossland,Turquoise,1990,1698
L557MAT,Suzuki,Swift,White,1990,1597
L577BKL,Vauxhall,Adam,Turquoise,1990,1396
L596YDM,Ford,Focus,Grey,1990,1799
L607ENF,Mitsubishi,Outlander,Orange,1990,1599
L612JYM,Toyota,Prius,Blue,1990,1798
L624NFA,Nissan,Almera,Green,1990,1195
L661VYB,Skoda,Octavia,Green,1990,1496
L664XUC,Kia,Ceed,Grey,1990,898
L670MEH,Bmw,X3,Purple,1990,1796
L672CJD,Volkswagen,Touareg,Green,1990,1299
L673AGN,Audi,A4,White,1990,1498
L685CYM,Renault,Captur,Yellow,1990,1795
L700ALH,Vauxhall,Insignia,Grey,1990,1598
L701KGK,Volkswagen,Jetta,Purple,1990,1195
L705GGM,Vauxhall,Corsa,Blue,1990,1698
L751FYY,Citroen,Berlingo,Grey,1990,1598
L754APA,Ford,Focus,Black,1990,1798
L784UPD,Fiat,500,Green,1990,1698
L787WJU,Ford,Fiesta,Gold,1990,1497
L792XNT,Citroen,C3,Green,1990,1500
L793PXE,Bentley,Continental,Green,1990,1696
L883CWU,Audi,A4,Red,1990,1498
L885CPN,Vauxhall,Corsa,Gold,1990,1799
L894KXK,Volkswagen,Golf,Black,1990,1598
L895TPK,Kia,Rio,Silver,1990,1695
L924DXJ,Ford,Fiesta,Yellow,1990,1400
L944VAE,Skoda,Fabia,Yellow,1990,1499
L951RGD,Toyota,Yaris,Turquoise,1990,1797
L981UDJ,Audi,A6,Silver,1990,1397
L989DLH,Volkswagen,Golf,Yellow,1990,1896
L993URR,Seat,Ateca,Yellow,1990,1300
LA05HHJ,Fiat,Punto,Yellow,2005,1398
LA08RVP,Vauxhall,Astra,Silver,2008,1697
LA15XFP,Ford,Fiesta,Black,2015,1400
LA16CRV,Ford,Fiesta,Orange,2016,1799
LB03RUL,Ford,Focus,Blue,2003,1600
LB07VBU,Mini,One,Red,2007,1599
LB13AED,Ford,Ecosport,Silver,2013,1597
LB16KFH,Toyota,Yaris,White,2016,1496
LB18JUK,Vauxhall,Astra,Red,2018,1295
LB20XPD,Kia,Sorento,Turquoise,2020,1498
LBJ338J,Volkswagen,Bora,Yellow,1973,1697
LBU744F,Toyota,Rav4,Orange,1977,1599
LBX880G,Citroen,C3,Blue,1976,1600
LC01BEC,Suzuki,Swift,Turquoise,2001,1496
LC02AUM,Seat,Ateca,Purple,2002,1695
LC03DGX,Nissan,Qashqai,Turquoise,2003,1800
LC03DRD,Honda,Civic,Yellow,2003,1597
LC14DEW,Vauxhall,Corsa,Purple,2014,1500
LCA336B,Volkswagen,Golf,Grey,1981,1396
LCB322D,Ford,Fiesta,Gold,1979,1596
LD03AUJ,Audi,Ttrs,Silver,2003,1896
LD03VYH,Toyota,Yaris,Grey,2003,1395
LD04YDJ,Honda,Jazz,White,2004,1495
LD06AXN,Volkswagen,Golf,Red,2006,1695
LD18HAG,Hyundai,I10,Silver,2018,1695
LDJ266D,Jeep,Cherokee,Orange,1979,1695
LDJ647C,Vauxhall,Corsa,White,1980,1698
LE01RYM,Seat,Leon,White,2001,1200
LE14XKD,Fiat,Panda,Green,2014,1899
LEH699E,Ford,Galaxy,Gold,1978,1295
LF18DMJ,Toyota,Yaris,Orange,2018,1299
LF20AUT,Nissan,Juke,Grey,2020,1395
LFE552F,Suzuki,Vitara,Grey,1977,1399
LFN452E,Vauxhall,Astra,Gold,1978,1496
LG03YPR,Volkswagen,Polo,Orange,2003,1495
LG05FFT,Ford,Tourneo,Silver,2005,1499
LG05WHY,Vauxhall,Astra,Orange,2005,1600
LG08ATV,Nissan,Juke,Gold,2008,1500
LH03DXK,Citroen,Berlingo,Turquoise,2003,1399
LH13LWB,Honda,Civic,Silver,2013,1399
LH18NBE,Nissan,Micra,Black,2018,1998
LJ11XFJ,Honda,Crv,Grey,2011,1399
LJ17UBY,Nissan,Note,Red,2017,1395
LJA772B,Seat,Leon,Orange,1981,1398
LK04LTM,Audi,A4,Red,2004,1399
LK04RAV,Ford,Fiesta,Green,2004,1396
LK05UDL,Kia,Picanto,Yellow,2005,1600
LK06PXE,Volkswagen,Golf,Purple,2006,1795
LK08UKT,Ford,Kuga,Green,2008,1398
LK09JRD,Mini,Cooper,Silver,2009,1296
LK14WBY,Volkswagen,Golf,Grey,2014,1500
LK17VDK,Peugeot,308,White,2017,1595
LK18AAA,Vauxhall,Adam,Black,2018,1200
LK20ETM,Renault,Captur,Turquoise,2020,1498
LKD352B,Renault,Espace,Black,1981,1599
LKN882H,Volkswagen,Touran,Purple,1975,1498
LKR919D,Ford,Fiesta,Turquoise,1979,1400
LKY147H,Volkswagen,Golf,Gold,1975,1500
LL07TMF,Suzuki,Celerio,Turquoise,2007,1596
LL10RDB,Peugeot,2008,Gold,2010,1500
LL15RFB,Vauxhall,Meriva,Silver,2015,1398
LL18VLP,Renault,Clio,Yellow,2018,1795
LLY699G,Volvo,Xc60,White,1976,1196
LM01JVJ,Volkswagen,Golf,Yellow,2001,1499
LM04DCY,Vauxhall,Corsa,Red,2004,1796
LM06BNW,Chevrolet,Matiz,Green,2006,1495
LM15FGD,Volkswagen,Golf,Gold,2015,1598
LM20XEB,Vauxhall,Antara,Purple,2020,1600
LMT400L,Ford,Focus,Grey,1971,1495
LN05VAJ,Peugeot,108,White,2005,1397
LN18UJK,Audi,Q3,Turquoise,2018,1797
LNL777C,Hyundai,Tucson,Gold,1980,1600
LNT659F,Mini,Cooper,Purple,1977,1597
LNT707L,Mini,Countryman,Green,1971,1799
LP02FUR,Nissan,Juke,Turquoise,2002,1695
LP05BUM,Hyundai,Ix35,Black,2005,1998
LP15DMD,Renault,Espace,Red,2015,1897
LPP456D,Volkswagen,Polo,Purple,1979,1700
LR03HNG,Audi,A4,Orange,2003,1398
LR13ADB,Volkswagen,Golf,White,2013,1498
LR13WVA,Volkswagen,Golf,Turquoise,2013,1096
LR14NPP,Rover,Mini,White,2014,1396
LR15FHU,Ford,Focus,Yellow,2015,1199
